Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Author
@MimiMelange @johncardillo I feel dirty just watching it 🤮  How can the MAGAs keep attacking on things they have such exposure on?  Creepy Joe?  Criminal children?  Ukraine?  Now how Biden shows affection to his children?  Waiting for how Biden hid the pandemic and didn't  pay taxes 🤡🤣,22/10/2020 9:56,en,,2,0,@MimiMelange,Blue Wave Surfer,Electoral College Dropout 🇺🇸,720,1661,498,114,0,FALSE,@ReadyforNov3
@MingGao26 Me think Iran decided getting nukes way easier with Trump in office.,22/10/2020 9:53,en,,1,0,@MingGao26,𝕕-ηαⓢtY says Pompeo is Q's Inside Man,"Network engineer by trade. Asshole by nature. Register. Vote. Here, right matters. #BLM

''Whoever controls the media, controls the mind.'' -- Jim Morrison",14484,57416,928,985,0,FALSE,@1D_Nasty
@MisterJynks @hodgetwins Then why don't they mock Biden/Harris for flying private jets all over the country to give speeches in front of 2 dozen people?,22/10/2020 10:08,en,,0,0,@MisterJynks,daroofa,Get off my lawn.,510,2559,25,18,0,FALSE,@daroofa
@MizCoretta Biden’s team then should do the same thing,22/10/2020 9:57,en,,1,0,@MizCoretta,Hopper,"upstate Ny , retired feel this country is in trouble with The ones in Washington now, we need our country back NO DM I will block anyone who Dm me",88,923,2142,1432,4,FALSE,@Hopp359
@Mk139355801 @BarristerSecret was that you in the televised debate against Trump?,22/10/2020 10:08,en,,0,0,@Mk139355801,Soup Waiter,official President of The Moon.  I called it.,203,1076,288,45,3,FALSE,@SoupWaiter
@MobBossTrump Ratcliffe forgot to say he is working with tRump and Russia against America.,22/10/2020 10:05,en,,0,0,@MobBossTrump,SP Phillips,👊Love my family & America. Blue Wave of Resistance 2020 and beyond. Hate & racism will lose. 🇺🇸🌊❄️#wtp2020 #wtp2020Kat #VetsResistSupportSquadron,207477,318758,15752,16533,96,FALSE,@StevePPhill
"@MobilePunch Which of the don?
Don jazzy? Donald trump?
Which?",22/10/2020 10:08,en,,0,0,@MobilePunch,Child of Grace💧,Engineer in the making.,10341,1152,267,297,2,FALSE,@Sholeybryt
"@Mocraig13 @solusnan1 As usual with Trump, all “show,” NO SUBSTANCE.  

Peek under the hood ... there’s nothing.",22/10/2020 9:54,en,,3,1,@Mocraig13,Rob Major,"Lawyer, skeptic, die-hard prog-rock fan, drummer, dad, step-dad, husband. Not necessarily in that order.   “Though your ship be sturdy/No mercy has the sea.”",37979,12467,1418,1182,11,FALSE,@RobMajor4
@MollyGrantham @WBTV_News Yet all the polls call Biden the winner. 🤔,22/10/2020 9:50,en,,0,0,@MollyGrantham,Christina helms,"Lucky enough to be married to my best friend, one amazing son, 2 crazy dogs. Thankful for all of God’s blessings!",787,3392,292,26,0,FALSE,@Christinahelms7
"@MollyJongFast @bitchkitten5 One of Hunter Biden’s companies got a Nobel Prize.

The trump kids stole from children’s charities and have been forbidden to run any such charities.

That’s real.",22/10/2020 10:04,en,,2,1,@MollyJongFast,Doc Zombie: Deep State Liberal - Remove Trump NOW!,"The Angriest Man in America. 

Travelogue for America's needless descent into Hell.

Blocked by Travis Tritt. 

Deboosted by twitter for being correct.",185011,71281,7225,8917,74,FALSE,@xxdr_zombiexx
@MollyJongFast Apparently it's a badge of honor. Felons for Trump.,22/10/2020 10:10,en,,0,0,@MollyJongFast,Nyet STILL Means Nyet,Taking bets on when we invade Canada over an imagined slight. What doesn't kill us is no thanks to the Trump regime. Vote  ALL Republicans out.,65221,63816,4995,4508,32,FALSE,@MMChol1
"@MollyJongFast China (Iran, Russia,etc) is what Trump's entourage is all about. Trump is mostly a dupe (dope) being used for after president deals.",22/10/2020 10:02,en,,0,0,@MollyJongFast,Sandra Edwards,It took many years to finally find my inner geek and I am loving every moment,9127,109475,776,192,2,FALSE,@SandraLEdwards1
"@MollyJongFast This is a fake picture. If Republicans do this we screem. If we do it with Republicans we should also do it if it is against Trump.

Equal rules for everyone.

I think @Twitter should take this BS down.
We don't do conspiracy theories. We are much better than the foolish reds...",22/10/2020 9:55,en,,0,0,@MollyJongFast,Hans Orlich,To honest,1345,3011,125,29,0,FALSE,@HansOrlich
"@MollyJongFast Tonight's debate, trump sheds his human skin to reveal his true lizard face.",22/10/2020 9:58,en,,0,0,@MollyJongFast,Ivankasrealdaddy,wear a fucking mask,48,30,56,1,0,FALSE,@Ivankasrealdad1
"@MollyJongFast Wait. Somehow they put Joe Biden in the ballot in Arizona, not Hunter. Were we supposed to vote for Hunter?",22/10/2020 9:56,en,,0,0,@MollyJongFast,Bari J. Ackerman,"Artist, author, designer, home decor expert, speaker, founder of the floral-filled Bari J.™️ lifestyle brand, Bari J. Ackerman. Activist - Order Bloom Wild⬇️",57355,3983,1026,6404,232,FALSE,@BariJ
@Mongo3804 @LisaNicholo @kashmirismine @TomDoubting @catlady111310 @LemerchantP @shrekthepunk @sarahsmiles1252 @gigibuddapdx @Wilson90732929 @ListNever @DogsBCool @OwnedByCats1973 @jonathanhgruber @Lulu06079631 @AlloyGu @Thumper18560818 @Vincenz42493578 @Black_is_back5 @SBDSoultrain @AlgrenQ @Vickie627 @KingCujo @boodacat2020 @AdrenochromeD @KodiaksPal2 @MenVoters @JDW714 @AlabamaResists @_TruthOverTrump @MichaelLEnglan2 @barr_at @RobertDobbs2018 @sayferbullets @dawndawn762yah1 @joestrumpet1 @MrDiscovery @MmmGarmonbozia @AndrewW59692384 @PaulSelf20 @noxa_nonne @brucech27792422 @Danresist65 @TexanLady40 @colive2 @GalifreyToEarth @Thumper5465 @RikPik2 @Cucumber13Me @RealCandaceO Well Trump got some free promotion from Stella (the dog) - the one Chinese troll farm spammed her MAGA Monkey  #Chiweenies4Trump video Bwahahaha 😂🤣😂 guess the dog can get around censorship on twitter 🐾🐾🐾,22/10/2020 9:52,en,,0,0,@Mongo3804,💛Matlock Sunflower🌻 #VoteGold2020🦇EndTheDuopoly,Former leftist ✌️ now #Unity with #VoteGold2020 #VoteRed2020 #LibertarianSocialism #RepublicanSocialism 🌹🐘 #Dogs4Brian 🐾 #SunflowerSocialism 🌻,30463,20513,1851,1876,0,FALSE,@CarlyCalifello
"@MoniReyes8 @realDonaldTrump @BreitbartNews - obstruction of justice
- using Barr as personal attorney
- spending 30% of time at his resorts, funneling taxpayers’ money to his businesses
- moved $8 million of donor money into private business &amp; $17 million from campaign to properties
Not enough? See
https://t.co/wE2lBSEsrE",22/10/2020 9:54,en,,0,0,@MoniReyes8,Stefan Resists,This country needs peace & unity. #Biden2020. Like the band Tool & crime shows. Feels like I’m watching one in the WH every day. #Resister,11132,15190,2487,1347,3,FALSE,@StefanK1117
"@Mooo2u2 That was probably part of the reason for holding back on it. The establishment hates trump, but it’s greatest fear is Bernie",22/10/2020 10:09,en,,0,0,@Mooo2u2,Patrick Owens 🇺🇸,Cui Bono?,2096,5932,146,60,3,FALSE,@patowensmail
@MooseAllain Trump's bum? There's a trend in the US at the moment for older guys to be displaying their nether regions.,22/10/2020 9:59,en,,0,0,@MooseAllain,Ramp,https://t.co/YDnwrbOkY9,25310,27385,1539,1981,23,FALSE,@StillOnTheMoors
"@Morning_Joe  Listening to BHO dissect Trump was like seeing a chef break down a chicken. Quick,easy and expertly. He didn't even get any Orange on his hands.",22/10/2020 10:07,en,,0,0,@Morning_Joe,Jack Allen,"I've been puppet , a pauper , a pirate ,a poet , a pawn and a king.  I've been up and down and over and out , and I know one thing....I'm pooped.",509,342,65,8,0,FALSE,@JackAllenfromRI
@Morning_Joe BREAKING NEWS Laptop connected to Hunter Biden linked to FBI money laundering probe,22/10/2020 9:51,en,,3,0,@Morning_Joe,Jaycee Ess,"Father, Grandfather, Farmer, HS graduate, business owner, healthy and successful, Christian, Worker",169,610,89,15,0,FALSE,@JayceeEss1
"@Morning_Joe Earlier I heard some young voters may vote for Trump. Might not be all young voters. Young minorities are smart enough not to. Some entitled white young people may vote for Trump. I see them mindlessly cheering Trump’s rants, mostly racist &amp;
nationalist remarks",22/10/2020 10:05,en,,0,0,@Morning_Joe,Paul Moore,,2962,7150,255,16,0,FALSE,@ftlpaul8
@Morning_Joe Have you noticed Trump is trying to make himself the same color as Obama?,22/10/2020 10:06,en,,0,0,@Morning_Joe,Ellie Pellie,,3641,10908,924,40,0,FALSE,@newboomer
"@Morning_Joe History must forever reflect impeached American President 2020 Trump knew, lied, &amp; 9 mo into global pandemic #COVID19 #coronavirus still claims virtually affects nobody, while killed 1/4 million people &amp; election is competitive. We have problems. #debates #MorningJoe #cnn #vote",22/10/2020 10:09,en,,0,0,@Morning_Joe,Authentic Upstream,Let's be 100% clear: Only country steeped in white supremacy would #vote #trumpknew vs fire him for complicit in #COVID19 that’s killed 210k US Americans.,91008,142577,2750,2182,298,FALSE,@slippinjimmyM
@Morning_Joe How come you don't invite Hunter Biden to ur morning show ?????,22/10/2020 10:10,en,,0,0,@Morning_Joe,Johnnya,,888,74,209,20,0,FALSE,@johnny_a57
@Morning_Joe I really liked your UN-AMERICAN discourse of Trump followers,22/10/2020 10:06,en,,0,0,@Morning_Joe,Mich,An instant is when an idea is born. The rest of the time we spend turning it into thought. That is when good or evil is chosen.,811,66,38,13,0,FALSE,@SlippedawayMich
"@Morning_Joe JOE KEEPS  SAYING ""ANTI-TRUMP"" WHEN HE MEANS ""PRO-TRUMP?""",22/10/2020 10:08,en,,0,0,@Morning_Joe,Jerald B. Lipsch,"Born and raised in Baltimore, Maryland. Went to college and grad school at University of Chicago. Formerly director of Spectrum Youth and Family Services.",6395,4456,241,46,1,FALSE,@sonofbalto
"@Morning_Joe Kasie Hunt wouldn't call out Giuliani for getting caught on camera for what he accuses others of doing. After discussing murky allegations against Hunter Biden as if they're true. Said she has a ""family show"", said go ""look it up on the internet"". Hard hitting journalism. Yeah.",22/10/2020 10:03,en,,0,0,@Morning_Joe,ElizMalc,,1274,3072,1308,187,2,FALSE,@ElizMalc
@Morning_Joe Morning! I was hoping James would be on ... please remind everyone that we must “flip the Senate” when and if Biden gets elected. His hands will be tied if he can’t pass legislation. Go Joe &amp; Flip the Senate!,22/10/2020 9:57,en,,0,0,@Morning_Joe,Paul Moore,,2962,7150,255,16,0,FALSE,@ftlpaul8
@Morning_Joe Obama is right when he said Trump can't take basic steps to protect himself against the coronavirus. This statement pertains to all of us. It's crazy to think any dem or repub politician can stop a virus. We all know what to do since April.,22/10/2020 10:10,en,,0,0,@Morning_Joe,Motown,"Retired vet. and airline pilot now gone fishing, golfing and.. any thing else I feel like . Not a dem or repub. Just one of those pesky libertarians   🤣",12900,166,12,23,0,FALSE,@RecordsBob
"@Morning_Joe That's the first I've watched of Obama's speech from yesterday. #BidenHasToWin. Period. I can't live in Trump's America for 4 more years.
#VoteBlueDownBallot #VoteBiden #VoteBidenHarrisToSaveAmerica",22/10/2020 10:06,en,,0,0,@Morning_Joe,No psychopath dog-haters in the WH ever again!,"Suspended for saying a certain someone should be ""punched in the niblets"". I stand by my tweet even though we all know Trump has no niblets.",8130,23659,1061,440,0,FALSE,@WeRBetter1
"@Morning_Joe This morning's topic, does Joe put a lid on the debate, his is public life is over: Hunter Biden called his dad ‘the Big Guy’ or ‘my Chairman,’ and frequently referenced asking him for his sign-off or advice on various potential deals that we were discussing.",22/10/2020 9:52,en,,2,0,@Morning_Joe,ABC,,29339,59996,1480,182,16,FALSE,@2alphabet6
"@Morning_Joe Well Joe ,you and Mika have ignored the   Hunter,and Joe Biden computer scandal,but yesterday you had a good day A-s Kissing an Obama speech.Just like old times.",22/10/2020 10:11,en,,0,0,@Morning_Joe,peter siano,"Asbury Park HS ,Brookdale ,Monmouth University.Korean Veteran,Mgr.US Post Office.Retired",4852,1276,1077,46,0,FALSE,@petersiano1
@Morning_Joe Where’s Joe Biden?,22/10/2020 10:03,en,,1,0,@Morning_Joe,SteveS.,,344,187,77,0,0,FALSE,@ComeOnManWhatUp
@Morning_Joe trump is steaming this morning after the tonguelashing from Obama yesterday evening. gtli https://t.co/xChvCpfX9v,22/10/2020 10:02,en,,0,0,@Morning_Joe,Marcel Michaelangelo,Father of Daughter/Grandfather of her Son/Ancestors/ Progressive / Tile Setter/Amateur Environmentalist/Apprentice Humanitarian,6461,10222,590,112,1,FALSE,@MMICHAELANGEL0
@Moxley_11 @nanaof4 @freedom23790290 @KDORR_USA @LindaSuhler So you’re not voting for Biden’s kids you’re voting against Trumps? Got it.,22/10/2020 10:03,en,,0,0,@Moxley_11,Tim Kehayias,"A loving husband, father and grandfather. A Christian, American patriot, fisherman, hiker and construction enthusiast. Anything more, feel free to ask!",105,53,27,5,0,FALSE,@KehayiasTim
@MrSteJames NOW contrast him with Trump.,22/10/2020 9:50,en,,1,0,@ClareConvert,Yusuf Pender,,2019,12060,755,601,1,FALSE,@ClareConvert
"@Mr_Z_03 @John_F_Kennnedy Big deal. We want Hillary, Obama and Biden",22/10/2020 10:07,en,,0,0,@Mr_Z_03,Martie M,crowd control!!,1498,2578,745,50,0,FALSE,@Wyomingpark
"@MuellerSheWrote and if Trump fires FBI head, the next guy can just bury the investigation?",22/10/2020 9:59,en,,0,0,@MuellerSheWrote,Daniel Schwarz,,7244,19244,567,136,3,FALSE,@dschwarz
"@MurpheyRandy Nobody has done for the Black community what I have done,"" he said. ""Prison reform, criminal justice reform.""
Trump went on to say that for 100 years Democrats have had the black vote.",22/10/2020 9:57,en,,0,0,@MurpheyRandy,Margaretjane,,1278,4776,31,14,0,FALSE,@Margare77396679
"@Murrayeel @patat_penguin @starvinganthro @ContraPoints Are you serious? The twitter leftists mantra is that even thought Biden's policies are the most progressive of any major cantidate ever, he can't possibly actually mean it... Be honest, you don't actually give a shit about his policies.",22/10/2020 9:54,en,,0,0,@Murrayeel,inar,,569,509,136,53,2,FALSE,@inar
"@Murrayeel @tigerguy529 @BrandonDalzell @ContraPoints Like, yeah, Obama made the camps. Trump actively made the camps worse.  So again... I don't see how this justifies letting Trump win.",22/10/2020 10:03,en,,0,0,@YumLemmingKebab,Sean Pilger,"I like fuzzy critters, computer games, most things under the label of nerdy.  My people confuse me.",20571,28927,161,48,0,FALSE,@YumLemmingKebab
@MustacheElliott Let’s see how free it is if Biden wins. We can all kiss are freedom good bye if he wins. 🙄,22/10/2020 10:01,en,,0,0,@MustacheElliott,Lori Dobbs,43 married and loving it.,1066,784,418,25,0,FALSE,@LoriDori42
@MustweSuffer @newtgingrich @KayColesJames That wasn’t trump that was Biden who payed more taxes to China than they did to USA,22/10/2020 9:53,en,,0,0,@MustweSuffer,Michael Dean myers,,219,224,44,4,0,FALSE,@mmyers7008
@MyAlcohologist @cajun4trump literally don't have to.or social media wouldn't have been able to refuse to play trump ads as they often have,22/10/2020 10:10,en,,0,0,@MyAlcohologist,NightSkyCandles 😷,,30487,42372,1722,696,3,FALSE,@Matthew71925909
"@MysterySolvent They are wearing mask and yes he is sneaking in a WHITE POWER SIGN. WTF, This is what Trump has done to the Republican Party.",22/10/2020 9:55,en,,0,0,@MysterySolvent,Jeff,Lineman for the County,6523,14573,561,268,0,FALSE,@Jeff14066529
@NBCNews @NBCNewsTHINK Hunter Biden's ex-business associate now in fear for his life in prison after verifying e-mails as true.,22/10/2020 10:02,en,,0,0,@NBCNews,Joe_ Mchenry,"THE GREAT REPUBLIC OF TEXAS, IT IS A WHOLE OTHER COUNTRY, LAND OF THE FREE GUN TOTING PEOPLE.
HOUSTON ALONE IS BIGGER THAN THE WHOLE STATE OF RHODE ISLAND...LOL",1469,365,74,8,0,FALSE,@JoeMchenry12
@NBCNews @NBCNewsTHINK I am more interested  in NBC ‘s Brandy Zadrozny plan to attack Trump supporters using her media criteria’s to use her access information to dig up dirt and harass Trump supporters on social media...When did you guys stop being journalist and more paid lobbyist for the democrats.,22/10/2020 10:04,en,,0,0,@NBCNews,lance berger,,3953,761,30,200,4,FALSE,@ltb1963
